slide_no,state,district,slide_name,nh_sh_location,latitude,longitude,material,movement_type,history,event_date,landslide
MZ/AZL/84A10/2024/086,Mizoram,Aizawl,,Aizawl-Thenzawl-Lunglei Highway,23.66694444,92.72194444,Debris,Complex,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/087,Mizoram,Aizawl,,Aizawl-Thenzawl-Lunglei Highway,23.66666667,92.72388889,Debris,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/088,Mizoram,Aizawl,,Hualngohmun Bifurcation,23.66027778,92.72694444,Debris,Complex,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/090,Mizoram,Aizawl,,"Melriat Bazar, Aizawl",23.64388889,92.72583333,Debris,Complex,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/091,Mizoram,Aizawl,,"Kelsih, Aizawl",23.635,92.72361111,Debris,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A15/2024/092,Mizoram,Aizawl,,"Chamring to Hmuifang Road, Aizawl",23.43277778,92.76111111,Debris,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/093,Mizoram,Aizawl,,"Midum Kham, Sumsuih",23.46777778,92.74111111,Debris,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A11/2024/094,Mizoram,Aizawl,,"Thiak, Aizawl",23.46805556,92.71638889,Debris,Flow,28 May 2024,2024-05-28,1
MZ/AZL/84A11/2024/095,Mizoram,Aizawl,,"Thiak, Aizawl",23.4725,92.71444444,Earth,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A11/2024/097,Mizoram,Aizawl,,Thiak to Maubuang,23.49,92.70555556,Debris,Complex,28 May 2024,2024-05-28,1
MZ/AZL/84A11/2024/098,Mizoram,Aizawl,,Thiak to Maubuang,23.49722222,92.70333333,Debris,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/099,Mizoram,Aizawl,,Maubuang to Sateek,23.51361111,92.69833333,Debris,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/100,Mizoram,Aizawl,,Sateek,23.53666667,92.6975,Debris,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/101,Mizoram,Aizawl,,Sateek,23.54166667,92.70194444,Debris,Flow,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/102,Mizoram,Aizawl,,Sateek,23.54277778,92.70333333,Earth,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/103,Mizoram,Aizawl,,Phulpui,23.52944444,92.72944444,Debris,Flow,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/104,Mizoram,Aizawl,,Phulpui,23.53083333,92.73055556,Debris,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/105,Mizoram,Aizawl,,Phulpui,23.53111111,92.73361111,Debris,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/106,Mizoram,Aizawl,,Phulpui,23.53083333,92.73333333,Debris,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/107,Mizoram,Aizawl,,Aibawk,23.56388889,92.70805556,Debris,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/108,Mizoram,Aizawl,,Aibawk,23.56416667,92.70805556,Debris,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/109,Mizoram,Aizawl,,Aibawk,23.565,92.70777778,Debris,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/110,Mizoram,Aizawl,,Aibawk,23.56666667,92.70888889,Debris,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A09/2024/111,Mizoram,Aizawl,,"BSUP, Durtlang",23.77305556,92.74361111,Debris,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A13/2024/112,Mizoram,Aizawl,,Muthi,23.77472222,92.76194444,Debris,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A13/2024/113,Mizoram,Aizawl,,Muthi,23.77361111,92.76111111,Debris,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/114,Mizoram,Aizawl,,"Zuangtui, Aizawl",23.74861111,92.73861111,Debris,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/115,Mizoram,Aizawl,,Muallungthu,23.61,92.72083333,Debris,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/116,Mizoram,Aizawl,,Muallungthu,23.60666667,92.72305556,Debris,Complex,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/117,Mizoram,Aizawl,,Tachhip,23.5925,92.71666667,Debris,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/118,Mizoram,Aizawl,,Tachhip,23.58722222,92.71361111,Debris,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/119,Mizoram,Aizawl,,Tachhip,23.57694444,92.71305556,Debris,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/121,Mizoram,Aizawl,,Tachhip,23.58027778,92.715,Earth,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/122,Mizoram,Aizawl,,Tachhip,23.58138889,92.71416667,Debris,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/123,Mizoram,Aizawl,,Tachhip,23.58694444,92.7175,Debris,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/124,Mizoram,Aizawl,,Tachhip,23.58555556,92.71583333,Debris,Complex,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/125,Mizoram,Aizawl,,Tachhip,23.58583333,92.71638889,Debris,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/126,Mizoram,Aizawl,,Tachhip,23.58638889,92.71583333,Debris,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/127,Mizoram,Aizawl,,Hualngohmun,23.65388889,92.72444444,Debris,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/128,Mizoram,Aizawl,,Hualngohmun,23.65416667,92.71777778,Debris,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/129,Mizoram,Aizawl,,Melriat to Samtlang road,23.655,92.71444444,Rock,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/130,Mizoram,Aizawl,,Melriat to Samtlang road,23.65416667,92.69,Debris,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/131,Mizoram,Aizawl,,N Lungleng,23.66055556,92.67277778,Earth,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/132,Mizoram,Aizawl,,N Lungleng,23.66083333,92.67277778,Debris,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/133,Mizoram,Aizawl,,N Lungleng,23.65777778,92.67444444,Earth,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/134,Mizoram,Aizawl,,Samtlang Junction,23.65861111,92.70583333,Debris,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/135,Mizoram,Aizawl,,Melthum,23.68143611,92.72144167,Debris,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A14/2024/136,Mizoram,Aizawl,,Zemabawk to Tuirial Airfield,23.73555556,92.78833333,Rock,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A14/2024/137,Mizoram,Aizawl,,Tuirial,23.72694444,92.79527778,Debris,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A14/2024/138,Mizoram,Aizawl,,Tuirial Airfield,23.73277778,92.79722222,Debris,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A14/2024/139,Mizoram,Aizawl,,Tuirial Airfield Cemetery,23.73416667,92.79861111,Debris,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A14/2024/140,Mizoram,Aizawl,,Tuirial Airfield,23.74555556,92.79444444,Debris,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A14/2024/141,Mizoram,Aizawl,,Tuirial Airfield,23.73666667,92.79722222,Debris,Subsidence,28 May 2024,2024-05-28,1
MZ/AZL/84A14/2024/142,Mizoram,Aizawl,,Tuirial Airfield,23.73638889,92.79805556,Earth,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A14/2024/143,Mizoram,Aizawl,,Tuirial Airfield,23.73583333,92.79888889,Earth,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A14/2024/144,Mizoram,Aizawl,,Tuirial Airfield,23.73638889,92.8,Earth,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A14/2024/145,Mizoram,Aizawl,,Tuirial Airfield,23.73555556,92.80027778,Debris,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A14/2024/146,Mizoram,Aizawl,,Tuirial,23.71972222,92.79777778,Earth,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A14/2024/0147,Mizoram,Aizawl,,Tuirial,23.72222222,92.80138889,Rock,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A14/2024/149,Mizoram,Aizawl,,Seling to Sesawng,23.73305556,92.84777778,Debris,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A13/2024/150,Mizoram,Aizawl,,Sesawng,23.76083333,92.8475,Debris,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A13/2024/151,Mizoram,Aizawl,,Khawruhlian,23.86972222,92.87611111,Debris,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A13/2024/152,Mizoram,Aizawl,,Mualmam,23.80750556,92.83417222,Earth,Slide,28 May 2024,2024-05-28,1
MZ/SER/84A15/2024/153,Mizoram,Serchhip,,Chhingchhip NH,23.47694444,92.857846,Debris,Slide,28 May 2024,2024-05-28,1
MZ/SER/84A15/2024/154,Mizoram,Serchhip,,"Venglai , Chhingchhip",23.471041,92.85503,Debris,Slide,28 May 2024,2024-05-28,1
MZ/SER/84A15/2024/155,Mizoram,Serchhip,,"Venglai, Chhingchhip",23.465558,92.855991,Debris,Slide,28 May 2024,2024-05-28,1
MZ/SER/84A15/2024/156,Mizoram,Serchhip,,"Venglai, Chhingchhip",23.463164,92.854672,Debris,Slide,28 May 2024,2024-05-28,1
MZ/SER/84A15/2024/157,Mizoram,Serchhip,,"Hmar Veng, Serchhip",23.31259,92.856415,Debris,Slide,28 May 2024,2024-05-28,1
MZ/SER/84A15/2024/158,Mizoram,Serchhip,,"NH, Serchhip",23.288812,92.864763,Debris,Slide,28 May 2024,2024-05-28,1
MZ/SER/84A15/2024/159,Mizoram,Serchhip,,"NH, Serchhip",23.281264,92.869279,Debris,Slide,28 May 2024,2024-05-28,1
MZ/SER/84A15/2024/160,Mizoram,Serchhip,,"S Chhiahtlang , Near VCP house",23.379441,92.844081,Debris,Slide,28 May 2024,2024-05-28,1
MZ/SER/84A15/2024/161,Mizoram,Serchhip,,"S Chhiahtlang, Kawn Veng",23.38151,92.844938,Debris,Slide,28 May 2024,2024-05-28,1
MZ/SER/84A15/2024/162,Mizoram,Serchhip,,"S Chhiahtlang, Kawn Veng",23.382175,92.843876,Debris,Slide,28 May 2024,2024-05-28,1
MZ/SER/84A15/2024/163,Mizoram,Serchhip,,N Chhiahtlang,23.382772,92.845187,Debris,Slide,28 May 2024,2024-05-28,1
MZ/SER/84A15/2024/164,Mizoram,Serchhip,,"N Chhiahtlang, towards Jail road",23.381533,92.854115,Debris,Slide,28 May 2024,2024-05-28,1
MZ/SER/84A15/2024/165,Mizoram,Serchhip,,Chhiahtlang,23.387941,92.842291,Debris,Slide,28 May 2024,2024-05-28,1
MZ/SER/84A16/2024/166,Mizoram,Serchhip,,Keitum,23.237077,92.910043,Debris,Slide,28 May 2024,2024-05-28,1
MZ/SER/84E04/2024/167,Mizoram,Serchhip,,N Vanlaiphai,23.126631,93.064946,Debris,Slide,28 May 2024,2024-05-28,1
MIZ/AZL/2022/39,Mizoram,Hnahthial,"Shalom Vengthar, Bawngkawn",,22.91452778,92.89333333,Rock,Rock slide,14 November 2022,2022-11-14,1
MIZ/AZL/2022/49,Mizoram,Aizawl,Muthi,,23.65530556,92.7025,"Insitu Earth (upslope), rock at road level and flatground",Rock slide,5 April 2022,2022-04-05,1
MIZ/AZL/2022/53,Mizoram,Aizawl,"Tuikual N, D Mual",,23.73053889,92.716019,Compacted Debris,Debris flow,22 June 2018,2018-06-22,1
MIZ/AZL/2023/81,Mizoram,Aizawl,Aizawl-Thenzawl-Lunglei Highway,,23.51980556,92.70066667,Debris,Slide,13 August 2023,2023-08-13,1
MIZ/AZL/2023/85,Mizoram,Aizawl,Sakawrdai to Zohmun road,,24.27138889,92.96,Debris,Slide,24 July 2023,2023-07-24,1
MIZ/AZL/2023/102,Mizoram,Aizawl,,,24.18561111,92.94536111,Debris,Slide,15 August 2013,2013-08-15,1
MIZ/AZL/2023/142,Mizoram,Aizawl,,,23.57166667,92.71083333,Debris,Slide,9 June 2023,2023-06-09,1
MIZ/AZL/2023/143,Mizoram,Aizawl,,,23.58388889,92.71722222,Rock,Slide,8 August 2023,2023-08-08,1
MIZ/AZL/2023/144,Mizoram,Aizawl,,,23.58591667,92.71777778,Earth,Slide,25 July 2023,2023-07-25,1
MIZ/AZL/2023/145,Mizoram,Aizawl,,,23.55944444,92.70833333,Earth,Slide,06 July 2023,2023-07-06,1
MIZ/AZL/2023/146,Mizoram,Aizawl,,,23.54380556,92.70136111,Debris,Slide,06 August 2023,2023-08-06,1
MIZ/AZL/2023/147,Mizoram,Aizawl,,,23.54027778,92.70138889,Rock,Slide,06 August 2023,2023-08-06,1
MIZ/AZL/2023/148,Mizoram,Aizawl,,,23.53986111,92.70063889,Debris,Slide,06 August 2023,2023-08-06,1
MIZ/AZL/2023/149,Mizoram,Aizawl,,,23.535,92.69694444,Rock,Slide,28 July 2023,2023-07-28,1
MIZ/AZL/2023/150,Mizoram,Aizawl,,,23.53333333,92.69722222,Earth,Slide,2 August 2023,2023-08-02,1
MIZ/AZL/2023/151,Mizoram,Aizawl,,,23.52972222,92.69611111,Debris,Slide,3 August 2023,2023-08-03,1
MIZ/AZL/2023/152,Mizoram,Aizawl,,,23.49991667,92.70136111,Debris,Slide,2 June 2023,2023-06-02,1
MIZ/AZL/2023/153,Mizoram,Aizawl,,,23.5,92.70111111,Debris,Slide,09 August 2023,2023-08-09,1
MIZ/AZL/2023/155,Mizoram,Aizawl,,,23.78138889,92.67638889,Rock,Slide,25 October 2023,2023-10-25,1
MIZ/KOL/2023/157,Mizoram,Kolasib,,,23.93027778,92.6525,Rock,Slide,17 September 2023,2023-09-17,1
MIZ/KOL/2023/158,Mizoram,Kolasib,,,23.05805556,92.67583333,Debris,Slide,12 August 2023,2023-08-12,1
MIZ/KOL/2023/160,Mizoram,Kolasib,,,23.05222222,92.67027778,Debris,Slide,12 September 2023,2023-09-12,1
MIZ/KOL/2023/162,Mizoram,Kolasib,,,23.03016667,92.67336111,Debris,Slide,12 September 2023,2023-09-12,1
MIZ/KOL/2023/163,Mizoram,Kolasib,,,23.02280556,92.67255556,Debris,Slide,17 September 2023,2023-09-17,1
MIZ/KOL/2023/164,Mizoram,Kolasib,,,23.00638889,92.67691667,Rock,Slide,23 July 2023,2023-07-23,1
MIZ/KOL/2023/169,Mizoram,Kolasib,,,23.91777778,92.73805556,Rock,Slide,27 September 2023,2023-09-27,1
MIZ/KOL/2023/170,Mizoram,Kolasib,,,23.89638889,92.73638889,Rock,Slide,27 September 2023,2023-09-27,1
MIZ/AZL/2024/220,Mizoram,Aizawl,,,23.60861111,92.85055556,Debris,Slide,28 May 2024,2024-05-28,1
MIZ/AZL/2024/227,Mizoram,Aizawl,,,23.73305556,92.75,Debris,Slide,22 July 2024,2024-07-22,1
MIZ/AZL/2024/228,Mizoram,Aizawl,,,23.73222222,92.75,Debris,Slide,28 May 2024,2024-05-28,1
MIZ/AZL/2024/229,Mizoram,Aizawl,,,23.73194444,92.75,Debris,Slide,28 May 2024,2024-05-28,1
MIZ/AZL/2024/230,Mizoram,Aizawl,,,23.74083333,92.74111111,Debris,Slide,28 May 2024,2024-05-28,1
MIZ/AZL/2024/231,Mizoram,Aizawl,,,23.74916667,92.7375,Debris,Slide,30 June 2024,2024-06-30,1
MIZ/AZL/2024/235,Mizoram,Aizawl,,,23.76972222,92.74472222,Earth,Slide,28 May 2024,2024-05-28,1
MIZ/AZL/2024/237,Mizoram,Aizawl,,,23.76388889,92.73388889,Rock,Slide,26 September 2024,2024-09-26,1
MIZ/AZL/2024/241,Mizoram,Aizawl,,,23.73888889,92.71472222,Debris,Slide,21 August 2024,2024-08-21,1
MIZ/AZL/2024/247,Mizoram,Aizawl,,,23.74916667,92.69416667,Debris,Slide,28 May 2024,2024-05-28,1
MIZ/AZL/2024/249,Mizoram,Aizawl,,,23.74194444,92.71305556,Debris,Slide,21 August 2024,2024-08-21,1
MIZ/AZL/2024/250,Mizoram,Aizawl,,,23.74388889,92.71222222,Debris,Slide,20 July 2024,2024-07-20,1
MIZ/AZL/2024/252,Mizoram,Aizawl,,,23.74722222,92.71805556,Debris,Slide,2 July 2024,2024-07-02,1
MIZ/AZL/2024/254,Mizoram,Aizawl,,,23.69277778,92.72055556,Debris,Slide,28 May 2024,2024-05-28,1
MIZ/AZL/2024/262,Mizoram,Aizawl,,,23.69777778,92.71944444,Debris,Slide,20 September 2024,2024-09-20,1
MIZ/AZL/2024/263,Mizoram,Aizawl,,,23.69972222,92.7175,Debris,Slide,20 June 2024,2024-06-20,1
MIZ/AZL/2024/265,Mizoram,Aizawl,,,23.70972222,92.72222222,Debris,Slide,28 May 2024,2024-05-28,1
MIZ/AZL/2024/266,Mizoram,Aizawl,,,23.69944444,92.71972222,Debris,Complex,28 May 2024,2024-05-28,1
MIZ/AZL/2024/270,Mizoram,Aizawl,,,23.70277778,92.72083333,Rock,Slide,2 July 2024,2024-07-02,1
MIZ/AZL/2024/271,Mizoram,Aizawl,,,23.7025,92.72138889,Debris,Slide,2 July 2024,2024-07-02,1
MIZ/AZL/2024/272,Mizoram,Aizawl,,,23.69805556,92.72277778,Debris,Slide,2 July 2024,2024-07-02,1
MIZ/AZL/2024/273,Mizoram,Aizawl,,,23.69361111,92.7225,Debris,Slide,28 June 2024,2024-06-28,1
MIZ/AZL/2024/278,Mizoram,Aizawl,,,23.66416667,92.72055556,Debris,Complex,28 May 2024,2024-05-28,1
MIZ/AZL/2024/279,Mizoram,Aizawl,,,23.66055556,92.72527778,Debris,Slide,28 May 2024,2024-05-28,1
MIZ/AZL/2024/280,Mizoram,Aizawl,,,23.66,92.72638889,Debris,Slide,28 May 2024,2024-05-28,1
MIZ/AZL/2024/281,Mizoram,Aizawl,,,23.65527778,92.72694444,Debris,Slide,28 May 2024,2024-05-28,1
MIZ/AZL/2024/282,Mizoram,Aizawl,,,23.65138889,92.72694444,Debris,Slide,28 May 2024,2024-05-28,1
MIZ/AZL/2024/283,Mizoram,Aizawl,,,23.64555556,92.72444444,Debris,Slide,28 May 2024,2024-05-28,1
MIZ/AZL/2024/285,Mizoram,Aizawl,,,23.64444444,92.72527778,Debris,Complex,28 May 2024,2024-05-28,1
MIZ/AZL/2024/286,Mizoram,Aizawl,,,23.64166667,92.72416667,Debris,Slide,28 May 2024,2024-05-28,1
MIZ/AZL/2024/287,Mizoram,Aizawl,,,23.64083333,92.72472222,Debris,Slide,28 May 2024,2024-05-28,1
MIZ/AZL/2024/288,Mizoram,Aizawl,,,23.6375,92.72277778,Debris,Slide,28 May 2024,2024-05-28,1
MIZ/AZL/2024/294,Mizoram,Aizawl,,,23.62611111,92.72638889,Debris,Slide,28 May 2024,2024-05-28,1
MIZ/AZL/2024/295,Mizoram,Aizawl,,,23.6325,92.72388889,Debris,Slide,28 May 2024,2024-05-28,1
MIZ/AZL/2024/297,Mizoram,Aizawl,,,23.62972222,92.72555556,Debris,Slide,28 May 2024,2024-05-28,1
MIZ/AZL/2024/302,Mizoram,Aizawl,,,23.61611111,92.71722222,Debris,Slide,28 May 2024,2024-05-28,1
MIZ/AZL/2024/305,Mizoram,Aizawl,,,23.61861111,92.72611111,Debris,Slide,28 May 2024,2024-05-28,1
MIZ/AZL/2024/306,Mizoram,Aizawl,,,23.60555556,92.725,Debris,Slide,28 May 2024,2024-05-28,1
MIZ/AZL/2024/307,Mizoram,Aizawl,,,23.58694444,92.8175,Debris,Slide,25 August 2024,2024-08-25,1
MIZ/AZL/2024/312,Mizoram,Aizawl,,,23.59194444,92.75055556,Debris,Slide,28 May 2024,2024-05-28,1
MIZ/AZL/2024/313,Mizoram,Aizawl,,,23.595,92.81611111,Earth,Slide,28 May 2024,2024-05-28,1
MIZ/AZL/2024/319,Mizoram,Aizawl,,,23.60861111,92.80972222,Debris,Slide,28 May 2024,2024-05-28,1
MIZ/AZL/2024/323,Mizoram,Aizawl,,,23.60972222,92.80916667,Debris,Slide,28 May 2024,2024-05-28,1
MIZ/AZL/2024/324,Mizoram,Aizawl,,,23.61361111,92.80777778,Earth,Slide,28 May 2024,2024-05-28,1
MIZ/AZL/2024/327,Mizoram,Aizawl,,,23.61222222,92.80527778,Debris,Slide,28 May 2024,2024-05-28,1
MIZ/AZL/2024/328,Mizoram,Aizawl,,,23.61138889,92.80333333,Debris,Slide,28 May 2024,2024-05-28,1
MIZ/AZL/2024/331,Mizoram,Aizawl,,,23.60972222,92.79972222,Earth,Slide,2 July 2024,2024-07-02,1
MIZ/AZL/2024/342,Mizoram,Aizawl,,,23.61611111,92.79777778,Debris,Complex,28 May 2024,2024-05-28,1
MIZ/AZL/2024/343,Mizoram,Aizawl,,,23.61472222,92.79583333,Debris,Complex,28 May 2024,2024-05-28,1
MIZ/AZL/2024/344,Mizoram,Aizawl,,,23.615,92.79222222,Debris,Slide,28 May 2024,2024-05-28,1
MIZ/AZL/2024/345,Mizoram,Aizawl,,,23.61583333,92.79111111,Debris,Slide,23 September 2023,2023-09-23,1
MIZ/AZL/2024/346,Mizoram,Aizawl,,,23.61861111,92.79,Debris,Slide,28 May 2024,2024-05-28,1
MIZ/AZL/2024/350,Mizoram,Aizawl,,,23.62333333,92.78888889,Debris,Slide,28 May 2024,2024-05-28,1
MIZ/AZL/2024/351,Mizoram,Aizawl,,,23.62361111,92.78888889,Debris,Slide,28 August 2024,2024-08-28,1
MIZ/AZL/2024/352,Mizoram,Aizawl,,,23.62527778,92.78638889,Debris,Slide,28 May 2024,2024-05-28,1
MIZ/AZL/2024/358,Mizoram,Aizawl,,,23.60111111,92.75888889,Debris,Slide,26 May 2024,2024-05-26,1
MIZ/AZL/2024/365,Mizoram,Aizawl,,,23.59527778,92.71722222,Debris,Complex,28 May 2024,2024-05-28,1
MIZ/AZL/2024/366,Mizoram,Aizawl,,,23.59055556,92.71611111,Debris,Slide,28 May 2024,2024-05-28,1
MIZ/AZL/2024/367,Mizoram,Aizawl,,,23.59027778,92.71583333,Earth,Slide,28 May 2024,2024-05-28,1
MIZ/AZL/2024/382,Mizoram,Aizawl,,,23.57138889,92.70972222,Debris,Slide,28 May 2024,2024-05-28,1
MIZ/AZL/2024/383,Mizoram,Aizawl,,,23.57055556,92.70888889,Debris,Complex,28 May 2024,2024-05-28,1
MIZ/AZL/2024/384,Mizoram,Aizawl,,,23.57027778,92.70722222,Debris,Complex,28 May 2024,2024-05-28,1
MIZ/AZL/2024/385,Mizoram,Aizawl,,,23.55388889,92.70472222,Debris,Slide,28 May 2024,2024-05-28,1
MIZ/AZL/2024/386,Mizoram,Aizawl,,,23.55444444,92.70527778,Debris,Slide,28 May 2024,2024-05-28,1
MIZ/AZL/2024/387,Mizoram,Aizawl,,,23.5625,92.70777778,Debris,Slide,25 August 2024,2024-08-25,1
MIZ/AZL/2024/388,Mizoram,Aizawl,,,23.56555556,92.7075,Debris,Slide,19 July 2024,2024-07-19,1
MIZ/AZL/2024/389,Mizoram,Aizawl,,,23.55,92.70444444,Debris,Slide,28 May 2024,2024-05-28,1
MIZ/AZL/2024/390,Mizoram,Aizawl,,,23.53222222,92.735,Rock,Slide,28 May 2024,2024-05-28,1
MIZ/AZL/2024/401,Mizoram,Aizawl,,,23.53555556,92.72333333,Debris,Slide,28 May 2024,2024-05-28,1
MIZ/AZL/2024/402,Mizoram,Aizawl,,,23.53805556,92.71861111,Debris,Slide,29 May 2024,2024-05-29,1
MIZ/AZL/2024/409,Mizoram,Aizawl,,,23.54833333,92.71083333,Debris,Slide,28 May 2024,2024-05-28,1
MIZ/AZL/2024/414,Mizoram,Aizawl,,,23.54888889,92.70555556,Debris,Complex,28 May 2024,2024-05-28,1
MIZ/AZL/2024/415,Mizoram,Aizawl,,,23.545,92.70333333,Debris,Slide,28 May 2024,2024-05-28,1
MIZ/AZL/2024/416,Mizoram,Aizawl,,,23.54027778,92.70138889,Debris,Complex,28 May 2024,2024-05-28,1
MIZ/AZL/2024/420,Mizoram,Aizawl,,,23.53694444,92.6975,Debris,Slide,28 May 2024,2024-05-28,1
MIZ/AZL/2024/421,Mizoram,Aizawl,,,23.53611111,92.69777778,Debris,Complex,28 May 2024,2024-05-28,1
MIZ/AZL/2024/422,Mizoram,Aizawl,,,23.53555556,92.69694444,Rock,Slide,28 May 2024,2024-05-28,1
MIZ/AZL/2024/426,Mizoram,Aizawl,,,23.53027778,92.69666667,Debris,Slide,28 May 2024,2024-05-28,1
MIZ/AZL/2024/427,Mizoram,Aizawl,,,23.52861111,92.6975,Debris,Slide,28 May 2024,2024-05-28,1
MIZ/AZL/2024/428,Mizoram,Aizawl,,,23.52777778,92.69861111,Debris,Slide,28 May 2024,2024-05-28,1
MIZ/AZL/2024/431,Mizoram,Aizawl,,,23.52277778,92.70277778,Debris,Slide,28 May 2024,2024-05-28,1
MIZ/AZL/2024/432,Mizoram,Aizawl,,,23.51944444,92.70055556,Debris,Slide,25 September 2024,2024-09-25,1
MIZ/AZL/2024/435,Mizoram,Aizawl,,,23.51444444,92.69805556,Debris,Slide,28 May 2024,2024-05-28,1
MIZ/AZL/2024/437,Mizoram,Aizawl,,,23.51055556,92.69972222,Debris,Slide,28 May 2024,2024-05-28,1
MIZ/AZL/2024/438,Mizoram,Aizawl,,,23.50861111,92.69805556,Rock,Slide,28 May 2024,2024-05-28,1
MIZ/AZL/2024/439,Mizoram,Aizawl,,,23.50694444,92.69638889,Debris,Slide,28 May 2024,2024-05-28,1
MIZ/AZL/2024/441,Mizoram,Aizawl,,,23.50527778,92.6975,Debris,Slide,28 May 2024,2024-05-28,1
MIZ/AZL/2024/444,Mizoram,Aizawl,,,23.55027778,92.70444444,Debris,Slide,28 May 2024,2024-05-28,1
MIZ/AZL/2024/454,Mizoram,Aizawl,,,23.54305556,92.70055556,Debris,Complex,28 May 2024,2024-05-28,1
MIZ/AZL/2024/459,Mizoram,Aizawl,,,23.53972222,92.69944444,Debris,Complex,28 May 2024,2024-05-28,1
MIZ/AZL/2024/460,Mizoram,Aizawl,,,23.53777778,92.69833333,Debris,Complex,28 May 2024,2024-05-28,1
MIZ/AZL/2024/465,Mizoram,Aizawl,,,23.54277778,92.67638889,Debris,Slide,28 May 2024,2024-05-28,1
MIZ/AZL/2024/469,Mizoram,Aizawl,,,23.54277778,92.67472222,Debris,Complex,28 May 2024,2024-05-28,1
MIZ/AZL/2024/471,Mizoram,Aizawl,,,23.54333333,92.66472222,Debris,Complex,28 May 2024,2024-05-28,1
MIZ/AZL/2024/472,Mizoram,Aizawl,,,23.54166667,92.66472222,Debris,Complex,12 August 2023,2023-08-12,1
MIZ/AZL/2024/474,Mizoram,Aizawl,,,23.53944444,92.66527778,Debris,Slide,28 May 2024,2024-05-28,1
MIZ/AZL/2024/476,Mizoram,Aizawl,,,23.53888889,92.6625,Debris,Slide,28 May 2024,2024-05-28,1
MIZ/AZL/2024/483,Mizoram,Aizawl,,,23.53944444,92.65888889,Debris,Slide,28 May 2024,2024-05-28,1
